,Job_ID,Role,Seniority,Emp_Type,Job function,Industries,Job_Des,Link
10,4190506681,Python Developer,Mid-Senior level,Full-time,Engineering and Consulting,Business Consulting and Services,"The following job opening is with KPMG Global Services.KPMG Global Services (KGS) was set up in India in 2008. It is a strategic global delivery organization, which works with more than 50 KPMG firms to provide a progressive, scalable and customized approach to business requirements. The KGS journey has been one of consistent growth, with a current employee count of more than 15,000 operating from four locations in India — Bengaluru, Gurugram, Kochi and Pune, providing a range of Advisory and Tax-related services to firms within the KPMG network. As part of KPMG in India, we were ranked among the top companies to work for in the country for four years in a row by LinkedIn, and recognized as one of the top three employers in the region for women, as well as for policies on Inclusion & Diversity by ASSOCHAM (The Associated Chambers of Commerce & Industry of India). Furthermore, as KPMG in India, we were recognized as one of the ‘Best Companies for Millennials’ at The Millennial Max Conference 2019 presented by The LNOD Roundtable as well as ‘the Great Indian Workplace’ at the Culture Summit and Great Indian Workplace Awards 2019.Responsibilities:Leading role to handle team and project deliverables independently.Onboarding with project team as lead and ownership to each project life cycle implementation and deliverables. Collaborate with a cross-functional team to design, develop, and implement web applications using React, Python, Flask/Django, SQL, Azure OpenAI, and RAG implementation - Azure Open AI.Write clean, maintainable, and well-documented code.Conduct code reviews and provide constructive feedback to other developers.Troubleshoot and fix bugs in existing applications.Optimize application performance and ensure scalability.Collaborate with UX/UI designers to implement visual elements and enhance user experience.Keep up to date with industry trends and best practices in web development.Requirements:Strong background with leading role to handle teams and resources.Should have great understanding wrt end to end project implementation and helpful with troubleshooting skills.Strong experience in full stack web development using React, Python, Flask/Django, SQL, and Azure OpenAI.Proficiency in frontend technologies including HTML, CSS, JavaScript, and frameworks like React.Expertise in backend development with Python and Flask/Django frameworks.Solid understanding of relational databases and proficiency in SQL.Knowledge of cloud technologies and services, specifically Azure.Good to have experience with containerization technologies like Docker.Experience with Azure OpenAI and RAG implementation - Azure Open AI is highly preferred.Good understanding of software development fundamentals and industry best practices.Strong problem-solving and analytical skills.Excellent communication and collaboration skills.Familiarity with version control systems like Git.Understanding of agile software development methodologies.Qualifications:B. TECH/BE or higher",https://www.linkedin.com/jobs/view/4190506681/
11,4159878748,Data Scientist,Mid-Senior level,Full-time,Information Technology,Food and Beverage Services,"OverviewWe are PepsiCoPepsiCo is one of the world's leading food and beverage companies with more than $79 Billion in Net Revenue and a global portfolio of diverse and beloved brands. We have a complementary food and beverage portfolio that includes 22 brands that each generate more than $1 Billion in annual retail sales. PepsiCo's products are sold in more than 200 countries and territories around the world. PepsiCo's strength is its people. We are over 250,000 game changers, mountain movers and history makers, located around the world, and united by a shared set of values and goals.  We believe that acting ethically and responsibly is not only the right thing to do, but also the right thing to do for our business. At PepsiCo, we aim to deliver top-tier financial performance over the long term by integrating sustainability into our business strategy, leaving a positive imprint on society and the environment. We call this Winning with Pep+ Positive. For more information on PepsiCo and the opportunities it holds, visit www.pepsico.com. PepsiCo Data Analytics & AI Overview: With data deeply embedded in our DNA, PepsiCo Data, Analytics and AI (DA&AI) transforms data into consumer delight. We build and organize business-ready data that allows PepsiCo’s leaders to solve their problems with the highest degree of confidence. Our platform of data products and services ensures data is activated at scale. This enables new revenue streams, deeper partner relationships, new consumer experiences, and innovation across the enterprise.The Data Science Pillar in DA&AI will be the organization where Data Scientist and ML Engineers report to in the broader D+A Organization. Also DS will lead, facilitate and collaborate on the larger DS community in PepsiCo. DS will provide the talent for the development and support of DS component and its life cycle within DA&AIProducts. And will support “pre-engagement” activities as requested and validated by the prioritization framework of DA&AI. Data Science Senior Analyst: Hyderabad and Gurugram Your role will be to be part of growing team based in Hyderabad, to create and support global digital developments for PepsiCo. These developments will be around topics like revenue management, supply chain, manufacturing, logistics. This Role focuses on Demand Forecasting in the Demand Planning functional area.You will be part of a collaborative interdisciplinary team around data, where you will be responsible of our continuous delivery of statistical/ML models. You will work closely with process owners, product owners and final business users. This will provide you the correct visibility and understanding of criticality of your developments.You will be an internal ambassador of the team’s culture around data and analytics. You will provide stewardship to colleagues in the areas that you are an specialist or you are specializing.ResponsibilitiesActive contributor to code development in projects and servicesAct as contributor in innovation activitiesPartner with data scientist working on discovery, prototypes and pilot. Focus on experiment tracking.Partner with data engineers regarding data pipelines and data versioning.Build, deploy or publish machine learning models that run efficiently in cloud pipelines.Heavy focus on data wrangling implementation, business rules implementation, feature engineering at scaleHelp drive optimization, testing, and tooling to improve quality (unit tests).Monitor model performance (model decay), working with data scientists assessing bias and fairness.Prototype new approaches and build solutions at scale.Support large-scale experimentation done by data scientists.Research in state-of-the-art methodologies.Create documentation for learnings and knowledge transfer.Create and audit reusable packages or libraries.Qualifications8+ years working in a team to deliver production level analytic solutions.4+ years’ experience in ETL (ADF and Data bricks) and/or data wrangling 4+ years’ experience in Statistical/ML techniques to solve supervised (regression, classification) and unsupervised problems. Experiences with Deep Learning are a plus.4+ years’ experience in developing business problem related statistical/ML modeling with industry tools with primary focus on Python or Pyspark development.Strong communications and organizational skills with the ability to deal with ambiguity while juggling multiple prioritiesExperience with Agile methodology for team work and analytics ‘product’ creation. Fluent in Jira, Confluence.Experience in cloud-based development and deployment (Azure preferred)Fluent with Azure cloud services. Certification is a plus.Fluent in git (version control)Fluent in Docker",https://www.linkedin.com/jobs/view/4159878748/
12,4194294347,ML Engineer,Mid-Senior level,Contract,Engineering and Information Technology,Internet Publishing,"About FusemachinesFusemachines is a 10+ year old AI company, dedicated to delivering state-of-the-art AI products and solutions to a diverse range of industries. Founded by Sameer Maskey, Ph.D., an Adjunct Associate Professor at Columbia University, our company is on a steadfast mission to democratize AI and harness the power of global AI talent from underserved communities. With a robust presence in four countries and a dedicated team of over 400 full-time employees, we are committed to fostering AI transformation journeys for businesses worldwide. At Fusemachines, we not only bridge the gap between AI advancement and its global impact but also strive to deliver the most advanced technology solutions to the world.This a full-time role.About the role:You will be involved with various data engineering aspects - data collection, cleaning, and preprocessing, to training models and deploying them to production. The ideal candidate will possess strong technical and interpersonal skills, along with certain ML skills. In addition, the candidate will collaborate across multi-functional teams to achieve product milestones as agreed with stakeholders.Roles and Responsibilities:Understanding business objectives and developing models that help to achieve them, along with metrics to track their progressAnalyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probabilityExploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real worldVerifying data quality and ensuring it via data cleaningDefining validation strategiesDefining the preprocessing or feature engineering to be done on a given datasetDefining data augmentation pipelinesFinding available datasets that could be used for trainingTraining models and tuning their hyperparametersAnalyzing the errors of the model and designing strategies to overcome themDeploying models to productionWork independently and collaboratively on a multi-disciplined project team in an Agile development environmentBe actively involved in the design, development and testing activities for Big data productProvide feedback to development teams on code/architecture optimizationRequired Skills and Experience:Hands-on experience developing Python, PySparkExperience with Spark is preferredPossess a strong foundation in statistics and utilize statistical methods to analyze data and derive meaningful insightsFamiliarity with Azure Databricks or similarProficiency with a deep learning frameworks such as TensorFlow or PyTorch or KerasProficiency with Python and basic libraries for machine learning such as scikit-learn and pandasExpertise in visualizing and manipulating big datasetsAbility to select hardware to run an ML model with the required latencyFamiliarity with Azure servicesProven experience with CI/CDProven experience with version control ( Github, Bitbucket)Familiarity with Linux OS/conceptsStrong written and verbal communication skillsSelf-motivated and ability to work well in a teamEducationBachelor of Science degree from an accredited universityPowered by JazzHRjz3gfnDytm",https://www.linkedin.com/jobs/view/4194294347/
13,4188130146,Data Scientist,Mid-Senior level,Full-time,Research and Consulting,Insurance,"The Purpose of the roleChubb is seeking a highly skilled and experienced Deep Learning Engineer with Generative AI experience to develop and scale our Generative AI capabilities. The ideal candidate will be responsible for designing, finetuning and training large language models and developing Generative AI systems that can create and improve conversational abilities and decision-making skills of our machines.Location: Bangalore, IndiaResponsibilitiesDevelop and improve Generative AI systems to enable high quality decision making, to refine answers for queries, and to enhance automated communication capabilities.Own the entire process of data collection, training, and deploying machine learning models.Continuous research and implementation of cutting-edge techniques in deep learning, NLP and Generative AI to build state-of-the-art models.Work closely with Data Scientists and other Machine Learning Engineers to design and implement end-to-end solutions.Optimize and streamline deep learning training pipelines.Develop performance metrics to track the efficiency and accuracy of deep learning models.Required knowledge, Skills and qualifications:Minimum of 3 years of industry experience in developing deep learning models with a focus on NLP and Generative AI.Expertise in deep learning frameworks such as Tensorflow, PyTorch and Keras.Experience working with cloud-based services such as Azure for training and deployment of deep learning models.Experience with Hugging Face's Transformer libraries.Expertise in developing and scaling Generative AI systems.Experience in large dataset processing, including pre-processing, cleaning and normalization.Proficient in programming languages such as Python and C++.Experience with natural language processing (NLP) techniques and libraries.Excellent analytical and problem-solving skills.",https://www.linkedin.com/jobs/view/4188130146/
14,4177424710,Data Scientist,Associate,Full-time,Information Technology,IT Services and IT Consulting,"The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.Exp: 5 - 11 yearsLocation: Across IndiaResponsibilitiesArchitect and implement Al solutions utilizing cutting-edge technologies like LLM, Langchain, and Machine Learning.AIML solution development in Azure using PythonAbility to build and finetune the model to improve the performanceCreate own technology if off-the-shelf technology is not solving the problem. E.g changes to traditional RAG approaches, finetune LLM, create architectures.Use experience and advise leadership and team of data scientists’ best approaches, architectures for complex ML use cases.Lead from the front, responsible for coding, designing, and ensuring best practices & frameworks are adhered by the team.Create end to end AI systems with responsible AI principlesDevelop data pipelines using SQL to extract and transform data from Snowflake for Al model training and inference.Possess expertise in Natural Language Processing (NLP) & GenAI to integrate text-based data sources into the Al architecture.Collaborate with data scientists and engineers to ensure seamless integration of Al components into existing systems.Responsible for continuous communication about the team progress to key stakeholder",https://www.linkedin.com/jobs/view/4177424710/
15,4157695550,AI/ML Lead,Mid-Senior level,Full-time,Other,Software Development,"Position OverviewWe are looking for an experienced AI/ML Lead to join our team in Bengaluru. The ideal candidate will bring a deep understanding of machine learning, artificial intelligence, and big data technologies, with proven expertise in developing scalable AI/ML solutions. You will lead technical efforts, mentor team members, and collaborate with cross-functional teams to design, develop, and deploy cutting edge AI/ML applications.Job DetailsJob Category: AI/ML LeadJob Type: Full-TimeJob Location: BengaluruExperience Required: 6-8 YearsAbout UsWe are a multi-award-winning creative engineering company. Since 2011, we have worked with our customers as a design and technology enablement partner, guiding them on their digital transformation journeys.Roles And ResponsibilitiesBackend DevelopmentDesign, develop, and maintain robust backend systems to support AI/ML applications.Implement APIs and services to integrate AI models with frontend applications and other services.Ensure scalability, performance, and security of backend systems.Big Data SolutionsWork with large-scale data processing frameworks like Hadoop and Spark, as well as CRMs (e.g., Salesforce) and databases (e.g., Postgres, MongoDB).Develop and optimize data pipelines for efficient data ingestion, processing, and storage.Ensure data integrity and consistency across multiple sources and formats.Machine LearningDevelop, train, and deploy traditional machine learning models (e.g., regression/classification models, neural networks).Perform data analysis and feature engineering to improve model performance.Continuously monitor and refine models based on performance metrics.Generative AI Knowledge Base SolutionsDesign and implement generative AI models for knowledge base creation and maintenance.Develop systems to integrate generative AI with existing knowledge management platforms.Optimize generative models for high-quality, relevant output in knowledge base contexts.Collaboration and CommunicationCollaborate with data scientists, software engineers, and product managers.Communicate complex technical concepts effectively to non-technical stakeholders.Lead technical discussions and mentor junior team members.Research and InnovationStay updated on advancements in AI, machine learning, and big data technologies.Conduct research to explore new methodologies and enhance existing solutions.Propose and implement innovative approaches to solve complex problems.Key Skills And CompetenciesCore Technical SkillsProficiency in data analytics, descriptive analytics, and predictive analytics.Experience with regression and classification models like Linear Regression, LogisticRegression, Decision Trees, Random Forest, and Neural Networks.Expertise in programming languages: Python, R, SQL, Java, C, and C++.Familiarity with AI/ML tools provided by cloud platforms (AWS, Azure, GCP) such as TensorFlow, SageMaker, and Azure ML.Hands-on experience working with LLM models.Proficiency in data modeling and data visualization.Additional SkillsStrong problem-solving skills focused on product development.Proven track record of supporting global clients or internal stakeholders in data science projects.Knowledge of AI-related fields such as image processing and video analytics.Ability to work across time zones and geographic borders.Exceptional written and spoken communication skills to convey technical conceptseffectively to non-technical audiences.QualificationsGraduation/Post-graduation in Computers, Engineering, or Statistics from a reputed institute.What We OfferCompetitive salary and benefits package.Opportunity to work in a dynamic and innovative environment.Professional development and learning opportunities.Visit us on: CodeCraft TechnologiesLinkedIn : CodeCraft Technologies LinkedInInstagram : CodeCraft Technologies Instagram",https://www.linkedin.com/jobs/view/4157695550/
16,4177412929,Machine Learning Engineer II,Associate,Full-time,Engineering,"Technology, Information and Internet","About TeamOur team actively engages in developing recommendation engines for all Nykaa platforms. As an ML Engineer, you have to build a Machine Learning platform which enhances productivity, and increases the speed at which the Machine learning team delivers outcomes. You are expected to participate in building a robust, scalable and maintainable ML Platforms like ML feature stores, ML development utilities, ML deployment, and observability tools(MLOps).What You Will Do:Build, and contribute to ML platforms like feature stores, ML deployment infrastructureBring industry best practices of MLOps and continuously improve the MLOps pipeline to be the best.Automating machine learning deploymentBuilding systems for monitoring all components of ML pipelinesIdentifying and creating modules to implement ML components which are common to multiple ML pipelinesImplementation of MLOps framework and governance.Actively contribute in peer code reviews and ensure best practices are followed in ML developmentSkillsMinimum 3 years of relevant experienceHave a sound understanding of data modeling pipelines, optimization techniques, and prevalent ML architectures (Databricks, Airflow and MLFlow).Experience with frameworks such as TensorFlow, Keras, PyTorch, and Scikit-LearnSolid understanding of cloud platforms (AWS, GCP, AZURE) and experience in deploying the models in cloud architectures.Knowledge of software testing, deployment and maintenanceWork closely with cross-functional teams to design, deploy, and improve scalable machine learning modelsExperience on Search, Ranking, Relevance, Recommendations is highly preferredKnowledge of PySpark and visualization tools like GrafanaModerate background in machine learning and deep learning",https://www.linkedin.com/jobs/view/4177412929/
17,4189616855,Data Scientist,Mid-Senior level,Full-time,Information Technology,"Food and Beverage Services, IT Services and IT Consulting, and Financial Services","Data Scientist: Hyderabad and GurugramYou will be part of a collaborative interdisciplinary team around data, where you will be responsible of our continuous delivery of statistical/ML models. You will work closely with process owners, product owners and final business users. This will provide you the correct visibility and understanding of criticality of your developments.ResponsibilitiesDelivery of key Advanced Analytics/Data Science projects within time and budget, particularly around DevOps/MLOps and Machine Learning models in scopeActive contributor to code & development in projects and servicesPartner with data engineers to ensure data access for discovery and proper data is prepared for model consumption.Partner with ML engineers working on industrialization.Communicate with business stakeholders in the process of service design, training and knowledge transfer.Support large-scale experimentation and build data-driven models.Refine requirements into modelling problems.Influence product teams through data-based recommendations.Research in state-of-the-art methodologies.Create documentation for learnings and knowledge transfer.Create reusable packages or libraries.Ensure on time and on budget delivery which satisfies project requirements, while adhering to enterprise architecture standardsLeverage big data technologies to help process data and build scaled data pipelines (batch to real time)Implement end-to-end ML lifecycle with Azure Machine Learning and Azure PipelinesAutomate ML models deploymentsQualificationsBE/B.Tech in Computer Science, Maths, technical fields.Overall 5+ years of experience working as a Data Scientist.4+ years’ experience building solutions in the commercial or in the supply chain space.4+ years working in a team to deliver production level analytic solutions. Fluent in git (version control). Understanding of Jenkins, Docker are a plus.Fluent in SQL syntaxis.4+ years’ experience in Statistical/ML techniques to solve supervised (regression, classification) and unsupervised problems.4+ years’ experience in developing business problem related statistical/ML modeling with industry tools with primary focus on Python or Pyspark development.Skills, Abilities, Knowledge:Data Science – Hands on experience and strong knowledge of building machine learning models – supervised and unsupervised models. Knowledge of Time series/Demand Forecast models is a plusProgramming Skills – Hands-on experience in statistical programming languages like Python, Pyspark and database query languages like SQLStatistics – Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimatorsCloud (Azure) – Experience in Databricks and ADF is desirableFamiliarity with Spark, Hive, Pig is an added advantageBusiness storytelling and communicating data insights in business consumable format. Fluent in one Visualization tool.Strong communications and organizational skills with the ability to deal with ambiguity while juggling multiple prioritiesExperience with Agile methodology for team work and analytics ‘product’ creation.",https://www.linkedin.com/jobs/view/4189616855/
18,4149474193,Logistics Data Analyst,Entry level,Full-time,Information Technology,Retail,"Job DescriptionAlimentation Couche-Tard Inc., (ACT) is a global Fortune 200 company. A leader in the convenience store and fuel space, ACT’s retail network includes ~16,700 convenience stores, and has footprint across 31countries and territories primarily under the Circle K brand. The India Fuels & Logistics Global Capability Centre (F&L GCC) is an integral part of ACT’s Global Fuels & Logistics Team, and the Logistics Data Analyst will be a key player on this team supporting with logistics financial and performance analytics and reporting and help grow F&L globally at ACT.The hired candidate will partner with multiple departments, including Global Technology, Business Units and Support functions.About The RoleThe incumbent will be responsible for validation, verification, and visualization of the tasks performed by third-party and in-house vendors. Primary duties include working with systems and financial partners to evaluate program performance and provide regular status reporting, and identifying process inefficiencies and opportunities for process optimization.Roles & ResponsibilitiesData AnalysisVerify order data sets with invoices received and account codingGuide cost analysis process by comparing and analyzing actual results with plans and forecastsAnalyze results, monitoring for variances, identify trends, and provide recommended actions to key partnersDevelop scalable and sustainable reporting tools for both financial metrics and vendor performanceCollaborate actively with immediate and cross-functional teams throughout the organization and with vendor partnersOperational ExcellenceDevelop and standardize analytical tools, frameworks, and processes, to up-level and democratize analytically grounded decision making at all levels of the businessChallenge the status quo to advance and evolve how ACT thinks about and executes solutions across retail, marketing, merchandising, and other areas of the businessIdentify key metrics, conduct rigorous explorative data analysis, create executive-facing dashboards and build business cases that drive decision-making and business prioritizationSynthesize large volumes of data with attention to granular details and present findings and recommendations to senior-level stakeholdersAchieve best in the industry standards by delivering actionable, data-driven insights that help understand opportunities for optimization and enable decision makingAnalyse in-market strategic initiatives and business performance using test and control analytics, benchmarking, statistical concepts, and financial measures to guide decision makingStakeholder ManagementWork collaboratively across multiple sets of stakeholders – Business functions, Global F&L Team, to deliver on project deliverablesProactively recommend multiple approaches along with their pros & cons to the business stakeholders and support making the right decisionsCollaborate closely with colleagues inside and outside Global Fuels and Circle K, to drive business resultsServe as first point of contact for the Business stakeholders for any technical/non-technical activities/ escalations within the projectEducation Master’s, or Bachelor’s degree in Finance, Industrial Engineering, Data Analytics, or Data VisualizationRelevant Experience2+ years of relevant work experience in financial reporting or data analyticsProficient in Power BI and MS ExcelExperience with SQL server and DatabricksBehavioural SkillsAbility to delivery, strong disposition towards business and strong interpersonal communicationIndividual must be organized, dependable, able to multi-task and manage priorities, display initiative, and must have the ability to work independently in a demanding, fast-paced environmentTechnical SkillsData Analytics, modelling & reportingData VisualizationBusiness IntelligenceProcess & Data GovernanceMDM – Tools & ImplementationProgrammingProject ManagementContinuous Process ImprovementMDM – Strategy & ConceptsAI & Advanced AnalyticsDistribution PlanningDemand PlanningKnowledge Financial ReportingData AnalyticsPowerBi and MS ExcelSQL ServerDatabricks",https://www.linkedin.com/jobs/view/4149474193/
19,4177421577,ML Engineer,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Job description:Job Description Role PurposeThe purpose of this role is to develop minimum viable product (MVP) and comprehensive AI solutions that meet and exceed client’s expectations and add value to business. ͏ Do Manage the product/ solution development using the desired AI techniquesLead development and implementation of custom solutions through thoughtful use of modern AI technologyReview and evaluate the use cases and decide whether a product can be developed to add business valueCreate the overall product development strategy and integrating with the larger interfacesCreate AI models and framework and implement them to cater to a business problemDraft the desired user Interface and create AI models as per business problemAnalyze technology environment and client requirements to define product solutions using AI framework/ architectureImplement the necessary security features as per product’s requirementsReview the used case and see the latest AI that can be used in product’s developmentIdentify problem areas and perform root cause analysis and provide relevant solutions to the problem Tracks industry and application trends and relates these to planning current and future AI needsCreate and delegate work plans to the programming team for product developmentInteract with Holmes advisory board for knowledge sharing and best practicesResponsible for developing and maintaining client relationships with the key strategic partners and decision makersDrive discussions and provide consultation around product design as per customer needsParticipate in client interactions and gather insights regarding product developmentInteract with vertical delivery and business teams and provide and correct responses to RFP/ client requirementsAssist in product’s demonstration and receive feedback from the clientDesign presentations for seminars, meetings and enclave primarily focused over productTeam ManagementResourcingForecast talent requirements as per the current and future business needsHire adequate and right resources for the team Talent ManagementEnsure adequate onboarding and training for the team members to enhance capability & effectivenessBuild an internal talent pool and ensure their career progression within the organizationManage team attrition Drive diversity in leadership positionsPerformance ManagementSet goals for the team, conduct timely performance reviews and provide constructive feedback to own direct reportsEnsure that the Performance Nxt is followed for the entire teamEmployee Satisfaction and EngagementLead and drive engagement initiatives for the teamTrack team satisfaction scores and identify initiatives to build engagement within the team ͏ DeliverNo.Performance ParameterMeasure1.Continuous technical project management & deliveryAdoption of new technologies, IP creation, MVP creation, Number of patents filed, Research papers created2.Client CentricityNo. of automation done, On-Time Delivery, cost of delivery, optimal resource allocation3.Capability Building & Team Management% trained on new age skills, Team attrition %, Number of webinars conducted (internal/external) ͏ ͏",https://www.linkedin.com/jobs/view/4177421577/
20,4159242923,Mamaearth - Business Analyst,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Software Development, and Technology, Information and Media","Glimpse of the problems we are trying to solve : Personalization : To improve our customer engagement, pitching the most relevant products to the consumers at the right pricing within the guard rails Demand & Supply Optimization : Accurately forecasting the demand and optimizing it for revenue loss and inventory days Anomaly detection engine : Identifying the different kind of frauds a. bulk ordering, b. coupon code frauds Market Mix Modeling : Recommendation engine for optimizing return on marketing investments Shipment Allocation Engine Allocation of order to the warehouse based on multiple factors like TAT, NPS, costs etc Allocation of the order to the 3PL based on the SLAs, cost, TAT etcRole & Responsibilities Develop deep understanding of the data points collected and steer decisions in the right direction Build, test and deploy optimization and forecasting/prediction models to solve for business and product needs independently Communicating results of the models and analyze in a way that can be understood by the business Identify the optimization areas from the data and create steps to remove the inefficienciesWhat are we looking for ? Strong foundation in Mathematics and Stats. With deep understanding supervised and unsupervised ML algorithms. Strong understanding of Python & SQL Should be able work independently and is the go-getter Excellent verbal and written communication skill. 2+ years of experience in the field of Data science & Analytics(ref:hirist.tech)",https://www.linkedin.com/jobs/view/4159242923/
21,4191423516,AI/ML Engineer,Entry level,Full-time,Information Technology,Software Development and IT Services and IT Consulting,"Title: AI/ML EngineerJob location: PuneTeam: Product EngineeringJob Summary:We are looking for a passionate and skilled AI/ML Engineer with 1-3 years of experience inArtificial Intelligence and Machine Learning. The ideal candidate should have hands-onexperience working with Large Language Models (LLMs), vector databases, and AI-drivensolutions. You will be responsible for developing, optimizing, and deploying ML models to driveinnovation and efficiency across our products.Key Responsibilities: Design, develop, and optimize AI/ML models with a focus on LLMs and vector-basedarchitectures. Implement and fine-tune machine learning algorithms to enhance model accuracy andperformance. Work with vector databases for efficient similarity search and retrieval applications.  Develop and maintain scalable ML pipelines for model training, evaluation, anddeployment. Collaborate with cross-functional teams including data engineers, software developers,and product managers to integrate AI/ML solutions into production. Stay up-to-date with the latest advancements in AI, ML, and NLP technologies. Required Skills & Experience: 1-3 years of hands-on experience in AI/ML development.  Strong proficiency in Python and relevant ML libraries such as TensorFlow, PyTorch, orHugging Face. Experience with Large Language Models (LLMs) like GPT, BERT, LLaMA, or similar.  Hands-on experience with vector databases such as FAISS, Pinecone, or Weaviate.  Familiarity with embedding techniques and retrieval-augmented generation (RAG).  Experience in deploying ML models using cloud platforms (AWS, GCP, or Azure).  Strong problem-solving skills and ability to work in a fast-paced environment. Preferred Skills: Knowledge of MLOps best practices.  Experience with distributed computing frameworks like Apache Spark.  Understanding of prompt engineering and fine-tuning of LLMs.  Prior experience with real-world AI applications in a production setting. About Us! Onix: World Leader in Cloud Consulting, Data & AI.  Offers Solutions in: AI/ML, Data Analytics, Security & Compliance's, CloudModernisation, Application Development, Digital Workplace & Cloud Managed Services. IP Led Product engineering organization.  20+ years partnering Google, 14 times Partner of the year.  1200 + HC globally.  24+ Industry Solutions/ 98% CSAT score.  Presence in US, Canada, Mexico, APAC, Europe.  India- Pune (HQ), Hyderabad, Bengaluru, NCR (upcoming).  Acquired Datametica Birds in Oct 2023.  Leadership Team/ C-Level comprises of Ex Google’s and Ex- HCL employees.  Tailwind capital- are parent investor has acquired 240+ companies with a valuation of $5billion.",https://www.linkedin.com/jobs/view/4191423516/
22,4167196311,Team Member - Analytics,Entry level,Full-time,Management and Manufacturing,Financial Services,"Key Result Areas  Key Result Areas Supporting ActionsData Analysis & Reporting Analyze complex datasets to extract meaningful insights that inform strategic decision-making.  Create, maintain, and optimize dashboards and reports using Power BI, Tableau, and other visualization tools.  Provide data-driven recommendations to the CEO and executive leadership team  Strategic Insight Generation  Work closely with the CEO and strategy team to understand key business objectives and challenges  Conduct in-depth analysis of business performance, market trends, and competitive landscape.  Identify opportunities for improvement and develop actionable strategies based on data insights.  Database Management & Querying  Use SQL to query databases and retrieve relevant data for analysis  Ensure data integrity and accuracy by performing data cleansing, transformation, and validation processes.  Statistical Analysis & Predictive Modeling  Utilize Python and statistical methods to perform predictive analysis, trend forecasting, and scenario planning.  Apply machine learning algorithms and advanced analytics to solve business problems.  Collaboration & Stakeholder Management  Collaborate with cross-functional teams, including Finance, Marketing, and Operations, to gather data requirements and provide analytical support.  Present findings and insights to senior management in a clear, concise, and actionable format.  Tool Development & Automation  Develop automated reporting tools and analytical solutions to streamline processes and enhance data accessibility.  Implement best practices in data visualization, storytelling, and user experience.",https://www.linkedin.com/jobs/view/4167196311/
23,4190956133,AI Engineer,Entry level,Full-time,Engineering and Other,Aviation and Aerospace Component Manufacturing and Industrial Machinery Manufacturing,"Why join Rolls-Royce?At Rolls-Royce, we’re dedicated to cutting-edge innovation, delivering power solutions, and creating the critical systems and technologies that shape the future of aviation, energy, and beyond. By joining Rolls-Royce, you’ll have the opportunity to work on world-changing projects, supported by a culture that champions inclusivity, creativity, and your professional growth.As an AI Engineer at Rolls-Royce Data Labs, you will work alongside experienced engineers and data scientists to develop and implement AI solutions that address real-world challenges in the aerospace industry. This is an excellent opportunity for recent graduates or individuals with relevant experience to kickstart their careers in artificial intelligence and data analytics.What you will be doing:Assist in designing, developing, and deploying AI models and algorithms to tackle complex engineering challenges.Collaborate with cross-functional teams to gather requirements and understand business needs.Perform data analysis and pre-processing to prepare datasets for model training and evaluation.Support testing and validation of AI models to ensure their accuracy and reliability.Document processes, methodologies, and results for clear team communication and stay updated on the latest AI and machine learning trends.Position qualifications:2+ years of experience with Bachelor’s degree in Computer Science, Data Science, Engineering, Mathematics, or a related field, with familiarity in Python, Azure, and GenAI frameworks.Strong understanding of machine learning concepts and frameworks like TensorFlow, PyTorch, and Scikit-learn.Experience in data manipulation using tools such as Pandas, NumPy, or SQL, and strong problem-solving skills.Internship or project experience in AI, language modeling, and data science, with cloud certifications and data visualization knowledge being a plus.Our future vision is to deepen our world-class engineering and technology capability and lead next generation thinking for our customers. We will play our part in the energy transition for a more sustainable world. Join us, and it can be your future vision too.",https://www.linkedin.com/jobs/view/4190956133/
